"area_name";"year";"month";"period";"month_object";"month_name";"index_p";"standard_deviation";"confidence_width";"base_volume";"calc_volume";"n_points";"standard_error"
"Kristiansand";2018;6;"month";2018-06-01;"Juni";0,25;2,16132527554059;0,854991803347148;9443860;9467523;19;0,5
"Kristiansand";2018;7;"month";2018-07-01;"Juli";1,91;2,22658891958581;0,940206042369948;8685592;8851150;16;0,6
"Kristiansand";2018;8;"month";2018-08-01;"August";0,17;1,66175223568918;0,718595553320147;7317093;7329776;14;0,4
"Kristiansand";2018;9;"month";2018-09-01;"September";-0,84;2,35070564133928;1,07002837913028;6650780;6594827;13;0,7
"Kristiansand";2018;10;"month";2018-10-01;"Oktober";1,78;2,05785275140097;0,889882260896178;7191810;7319514;15;0,5
"Kristiansand";2018;11;"month";2018-11-01;"November";-0,43;2,49043277103923;1,07694388891214;7673827;7640458;16;0,6
"Kristiansand";2018;12;"month";2018-12-01;"Desember";-1,41;1,87991021190042;0,812934136569715;7873777;7762627;15;0,5
"Kristiansand";2019;1;"month";2019-01-01;"Januar";0,76;2,45730194274353;0,992525734279833;7065614;7119333;17;0,6
"Kristiansand";2019;2;"month";2019-02-01;"Februar";3,79;2,77555951734392;1,17201599550294;6270533;6508318;16;0,7
"Kristiansand";2019;3;"month";2019-03-01;"Mars";8,66;4,62033335964793;2,10315053017396;4864332;5285714;13;1,3
"Kristiansand";2019;4;"month";2019-04-01;"April";-2,26;4,64150996648036;2,11279000603427;5215504;5097483;13;1,3
"Kristiansand";2019;5;"month";2019-05-01;"Mai";3,74;3,22666570348708;1,3625014318722;6608745;6856135;14;0,9
"Kristiansand";2019;6;"month";2019-06-01;"Juni";-1,75;3,07955311730277;1,36539736054405;6668485;6551749;13;0,9
"Kristiansand";2019;7;"month";2019-07-01;"Juli";2,26;2,72891285769438;1,20993217883318;6464316;6610199;13;0,8
"Kristiansand";2019;8;"month";2019-08-01;"August";0,83;2,03322451145441;0,901481246007805;6113675;6164119;13;0,6
"Kristiansand";2019;9;"month";2019-09-01;"September";1,21;2,66154608869934;1,32355573171859;5099894;5161710;11;0,8
"Kristiansand";2019;10;"month";2019-10-01;"Oktober";2,31;1,80128440638065;0,79864476447655;6137361;6279224;12;0,5
"Kristiansand";2019;11;"month";2019-11-01;"November";0,65;1,74922864278755;0,77556453188963;5924331;5963073;13;0,5
"Kristiansand";2019;12;"month";2019-12-01;"Desember";0,87;2,39229144676666;1,06068260641928;5979888;6031959;13;0,7
"Kristiansand kommune";2020;1;"month";2020-01-01;"Januar";3,02;2,5429632025504;1,95469455358445;2407462;2480230;9;0,8
"Kristiansand kommune";2020;2;"month";2020-02-01;"Februar";2,28;2,18380088714729;1,67861795874142;2200201;2250396;9;0,7
"Kristiansand kommune";2020;3;"month";2020-03-01;"Mars";-19,95;2,6185830187616;2,01282108987992;2577976;2063648;9;0,9
"Kristiansand kommune";2020;4;"month";2020-04-01;"April";-16,62;5,67668902415994;4,36348945466038;2502912;2087042;9;1,9
"Kristiansand kommune";2020;5;"month";2020-05-01;"Mai";-6,22;5,79448969391141;4,84431461427777;2662141;2496490;8;2
"Kristiansand kommune";2020;6;"month";2020-06-01;"Juni";3,35;4,87596093738565;4,50951174190603;2352160;2430885;7;1,8
"Kristiansand kommune";2020;7;"month";2020-07-01;"Juli";5,32;3,01835591630287;2,79151363610336;2337378;2461699;7;1,1
"Kristiansand kommune";2020;8;"month";2020-08-01;"August";0,87;4,799645915616;4,01260440186964;2702755;2726336;8;1,7
"Kristiansand kommune";2020;9;"month";2020-09-01;"September";5,06;3,21228206690472;2,68553501410832;2526236;2654147;8;1,1
"Kristiansand kommune";2020;10;"month";2020-10-01;"Oktober";1,24;3,35616797072466;2,8058266400294;2417526;2447428;8;1,2
"Kristiansand kommune";2020;11;"month";2020-11-01;"November";-3,33;2,8269677925979;2,36340421938525;2289509;2213182;8;1
"Kristiansand kommune";2020;12;"month";2020-12-01;"Desember";1,15;3,09837367475259;2,86551771979552;2099002;2123052;7;1,2
"Kristiansand kommune";2021;1;"month";2021-01-01;"Januar";-10,23;6,30898358909698;5,27444227470367;2319206;2082067;8;2,2
"Kristiansand kommune";2021;2;"month";2021-02-01;"Februar";-6,45;4,43658563979802;3,4102616105206;2185744;2044825;9;1,5
"Kristiansand kommune";2021;3;"month";2021-03-01;"Mars";18,94;5,07790727333773;3,90322505683343;1994644;2372492;9;1,7
"Kristiansand kommune";2021;4;"month";2021-04-01;"April";23,28;21,0742646725188;16,1991138270721;1970779;2429611;9;7
"Kristiansand kommune";2021;5;"month";2021-05-01;"Mai";6,03;12,8368651629937;8,62392336044464;3825850;4056733;11;3,9
"Kristiansand kommune";2021;6;"month";2021-06-01;"Juni";2,4;7,12257379328272;5,47489487353568;2876466;2945576;9;2,4
"Kristiansand kommune";2021;7;"month";2021-07-01;"Juli";4,88;5,96569919803376;4,58564234001675;2817919;2955468;9;2
"Kristiansand kommune";2021;8;"month";2021-08-01;"August";5,76;7,07017322874466;5,43461623403175;3101406;3279909;9;2,4
